1 	 0.000008 	 0.000005 
2 	 0.000002 	 0.000009 
3 	 0.000002 	 0.000000 
4 	 0.000002 	 0.000001 
5 	 0.000002 	 0.000001 
6 	 0.000002 	 0.000001 
7 	 0.000002 	 0.000001 
8 	 0.000003 	 0.000001 
9 	 0.000003 	 0.000001 
10 	 0.000004 	 0.000001 
11 	 0.000005 	 0.000001 
12 	 0.000006 	 0.000001 
13 	 0.000007 	 0.000001 
14 	 0.000009 	 0.000001 
15 	 0.000010 	 0.000001 
16 	 0.000013 	 0.000001 
17 	 0.000014 	 0.000001 
18 	 0.000016 	 0.000001 
19 	 0.000019 	 0.000001 
20 	 0.000021 	 0.000001 
21 	 0.000024 	 0.000001 
22 	 0.000029 	 0.000001 
23 	 0.000031 	 0.000001 
24 	 0.000034 	 0.000001 
25 	 0.000039 	 0.000001 
26 	 0.000043 	 0.000001 
27 	 0.000049 	 0.000001 
28 	 0.000054 	 0.000002 
29 	 0.000061 	 0.000001 
30 	 0.000066 	 0.000001 
31 	 0.000074 	 0.000002 
32 	 0.000081 	 0.000002 
33 	 0.000088 	 0.000002 
34 	 0.000096 	 0.000002 
35 	 0.000103 	 0.000002 
36 	 0.000114 	 0.000002 
37 	 0.000122 	 0.000002 
38 	 0.000132 	 0.000002 
39 	 0.000142 	 0.000002 
40 	 0.000153 	 0.000002 
41 	 0.000168 	 0.000002 
42 	 0.000184 	 0.000002 
43 	 0.000182 	 0.000002 
44 	 0.000193 	 0.000002 
45 	 0.000206 	 0.000003 
46 	 0.000240 	 0.000002 
47 	 0.000243 	 0.000002 
48 	 0.000259 	 0.000003 
49 	 0.000275 	 0.000003 
50 	 0.000306 	 0.000003 
51 	 0.000322 	 0.000006 
52 	 0.000354 	 0.000003 
53 	 0.000354 	 0.000003 
54 	 0.000371 	 0.000003 
55 	 0.000396 	 0.000003 
56 	 0.000401 	 0.000003 
57 	 0.000463 	 0.000003 
58 	 0.000447 	 0.000004 
59 	 0.000467 	 0.000003 
60 	 0.000498 	 0.000004 
61 	 0.000549 	 0.000004 
62 	 0.000532 	 0.000003 
63 	 0.000561 	 0.000003 
64 	 0.000671 	 0.000003 
65 	 0.000631 	 0.000004 
66 	 0.000651 	 0.000004 
67 	 0.000679 	 0.000004 
68 	 0.000748 	 0.000004 
69 	 0.000778 	 0.000004 
70 	 0.000772 	 0.000004 
71 	 0.000806 	 0.000004 
72 	 0.000840 	 0.000005 
73 	 0.000925 	 0.000004 
74 	 0.001005 	 0.000004 
75 	 0.000999 	 0.000004 
76 	 0.001039 	 0.000005 
77 	 0.001077 	 0.000004 
78 	 0.001119 	 0.000004 
79 	 0.001154 	 0.000005 
80 	 0.001216 	 0.000005 
81 	 0.001240 	 0.000004 
82 	 0.001243 	 0.000005 
83 	 0.001293 	 0.000005 
84 	 0.001366 	 0.000005 
85 	 0.001373 	 0.000005 
86 	 0.001437 	 0.000006 
87 	 0.001427 	 0.000005 
88 	 0.001430 	 0.000005 
89 	 0.001517 	 0.000006 
90 	 0.001577 	 0.000006 
91 	 0.001615 	 0.000006 
92 	 0.001711 	 0.000006 
93 	 0.001801 	 0.000006 
94 	 0.001919 	 0.000006 
95 	 0.001966 	 0.000006 
96 	 0.002028 	 0.000006 
97 	 0.002147 	 0.000007 
98 	 0.002191 	 0.000006 
99 	 0.002189 	 0.000006 
